firstname;gender
Martje;w
Márton;m
Martti;m
Marty;m
Marvin;m
Marwin;m
Mary;w
Maryam;w
Marzell;m
Marzellus;m
Marzia;w
Marziana;w
Marziano;m
Marzio;m
Mascha;w
Mason;m
Massimiliano;m
Massimo;m
Matea;w
Matej;m
Mateo;m
Mathäus;m
Mathew;m
Mathias;m
Mathieu;m
Mathilda;w
Mathilde;w
Mathis;m
Matias;m
Matija;m
Matilda;w
Matilde;w
Matt;m
Mattäus;m
Mattea;w
Matteo;m
Mattes;m
Matthäus;m
Matthew;m
Matthias;m
Matthias Gregor;m
Matti;m
Mattia;m
Mattias;m
Mattie;w
Maud;w
Maude;w
Mauno;m
Maura;w
Maurane;w
Maureen;w
Maurice;m
Maurilio;m
Maurin;m
Maurine;w
Mauritius;m
Mauritz;m
Maurizio;m
Mauro;m
Maurus;m
Mave;w
Max;m
Max-Reinhard;m
Maxim;m
Maxime;m
Maximilian;m
Maximiliane;w
Maximilien;m
Maximillian;m
Maxine;w
Maxwell;m
May;w
May;w
Maya;w
Mayra;w
Meave;w
Mechthild;w
Medina;w
Meg;w
Megan;w
Megane;w
Meggy;w
Mehdi;m
Mehmed;m
Mehmet;m
Meike;w
Meinrad;m
Melani;w
Melanie;w
Mélanie;w
Melchior;m
Melchiorre;m
Melina;w
Melinda;w
Meline;w
Melis;w
Melisa;w
Melissa;w
Mélissa;w
Melitta;w
Mélodie;w
Melody;w
Melville;m
Melvin;m
Menachem;m
Menahem;m
Mendel;m
Mercede;w
Mercedes;w
Meredith;w
Meredith;m
Meret;w
Mergim;m
Merita;w
Meriton;m
Merle;w
Merle;m
Merlin;m
Merten;m
Merve;w
Mervin;m
Meryem;w
Meta;w
Metin;m
Metta;w
Mette;w
Mia;w
Micael;m
Micaela;w
Micah;m
Micha;m
Michael;m
Michaela;w
Michail;m
Micheal;m
Mícheál;m
Mìcheal;m
Michel;m
Michela;w
Michele;m
Michèle;w
Micheline;w
Michella;w
Michelle;w
Mick;m
Mickaël;m
Mickey;m
Mieke;w
Miguel;m
Miguela;w
Mijo;m
Mika;m
Mikael;m
Mikaela;w
Mikail;m
Mikayla;w
Mike;m
Mikel;m
Mikka;w
Miklós;m
Mila;w
Miladin;m
Milan;m
Mildred;w
Mile;w
Milena;w
Miles;m
Milica;w
Millard;m
Millicent;w
Milorad;m
Milos;m
Milton;m
Miltrud;w
Milutin;m
Milva;w
Milvia;w
Mimoza;w
Mina;w
Minh;m
Minna;w
Minnie;w
Minnie;w
Mira;w
Mirabell;w
Mirabella;w
Mirabelle;w
Miranda;w
Mirco;m
Mireille;w
Mirella;w
Miriam;w
Mirijam;w
Mirja;w
Mirjam;w
Mirjana;w
Mirko;m
Mirlinda;w
Miro;m
Miro;m
Miroslav;m
Miroslava;w
Miroslaw;m
Miroslawa;w
Mirta;w
Mirza;m
Misty;w
Mitchell;m
Mladen;m
Moana;w
Modesto;m
Moesha;w
Mogens;m
Mohamed;m
Mohammad;m
Mohammed;m
Moira;w
Moïse;m
Mollie;w
Molly;w
Mombert;m
Momme;m
Mommo;m
Mona;w
Mona;w
Moni;w
Monia;w
Monica;w
Mónica;w
Monif;u
Monika;w
Monique;w
Monja;w
Morena;w
Moreno;m
Morgan;m
Morgana;w
Morgane;w
Moritz;m
Moritz Jason;m
Moriz;m
Morris;m
Morten;m
Mose;m
Mosè;m
Moses;m
Moshe;m
Mounir;m
Moyra;w
Muhamed;m
Muhammad;m
Muhammed;m
Mumme;m
Munir;m
Munira;w
Murat;m
Muriel;w
Murielle;w
Musa;m
Mustafa;m
Muzio;m
Mylene;w
Mylène;w
Myra;w
Myriam;w
Myrjam;w
Myrta;w
Myrte;w
Myrtha;w
Myrthe;w
Myrtle;w
Na'im;m
Na'ima;w
Nabil;m
Nabila;w
Nada;w
Nadege;w
Nadège;w
Nadia;w
Nadin;w
Nadina;w
Nadine;w
Nadir;m
Nadira;w
Nadja;w
Nadjeschda;w
Naemi;w
Naim;m
Naima;w
Nancy;w
Nando;m
Nanette;w
Naomi;w
Naphtali;m
Narve;m
Naseem;m
Nasim;m
Nastasja;w
Nastassja;w
Nat;m
Natacha;w
Natale;w
Natalia;w
Natalie;w
Natalija;w
Natalina;w
Natanja;w
Natasa;w
Natascha;w
Natasha;w
Nathalie;w
Nathan;m
Nathanael;m
Nathania;w
Nathaniel;m
Nazario;m
Nazzareno;m
Neal;m
Nebojsa;m
Neele;w
Neil;m
Nela;w
Nele;w
Nele;w
Nell;w
Nellie;w
Nelly;w
Nelson;m
Nemanja;m
Nena;w
Nenad;m
Nerea;w
Nestor;m
Nestore;m
Nevena;w
Nia;w
Niall;m
Niamh;w
Nic;m
Niccolò;m
Nice;w
Nicholas;m
Nichole;w
Nick;m
Nicki;w
Nicki;m
Nicklas;m
Nicky;w
Nicky;m
Niclas;m
Nico;m
Nicol;w
Nicol;m
Nicola;w
Nicola;m
Nicolaas;m
Nicolai;m
Nicolas;m
Nicolaus;m
Nicole;w
Nicoletta;w
Nicolette;w
Nicollò;m
Nicolo;m
Niels;m
Nieves;w
Nigel;m
Nik;m
Nike;w
Niki;w
Niki;m
Nikita;w
Nikita;m
Niklas;m
Niklaus;m
Niko;m
Nikola;w
Nikolai;m
Nikolaj;m
Nikolas;m
Nikolaus;m
Nikolina;w
Nikos;m
Nilo;m
Nils;m
Nimue;w
Nina;w
Ninette;w
Ninja;w
Nino;m
Ninon;w
Nisa;w
Njal;m
Noa;m
Noah;m
Noé;m
Noel;m
Noël;m
Noelia;w
Noëlle;w
Noemi;w
Noémie;w
Nóirín;w
Nolan;m
Nora;w
Norbert;m
Norberto;m
Noreen;w
Norina;w
Norma;w
Norman;m
Normann;m
Notburg;w
Notburga;w
Nova;w
Novato;m
Nuno;m
Nunzio;m
Nuria;w
Oceana;w
Oceane;w
Octavia;w
Octavian;m
Octavio;m
Octavius;m
Oddone;m
Odilia;w
Odilie;w
Odina;w
Odine;w
Odo;m
Ofelia;w
Oisín;m
Okke;m
Okko;m
Oktavia;w
Oktavian;m
Oktavus;m
Olaf;m
Olalla;w
Olav;m
Ole;m
Olga;w
Olimpia;w
Oliva;w
Olive;w
Oliver;m
Olivet;w
Olivia;w
Olivier;m
Oliviero;m
Olof;m
Olov;m
Olympe;w
Olympia;w
Omar;m
Ombretta;w
Ömer;m
Onofrio;m
Onorata;w
Onorato;m
Onur;m
Opal;w
Ophelia;w
Ophélie;w
Orazio;m
Orell;m
Oreste;m
Orestilla;w
Orestina;w
Orhan;m
Oriana;w
Oriane;w
Orianne;w
Orio;m
Orla;w
Orlando;m
Ornella;w
Orsino;m
Orsola;w
Orson;m
Ortensia;w
Ortensio;m
Ortwin;m
Oscar;m
Oskar;m
Osman;m
Ossian;m
Osvaldo;m
Oswald;m
Oswaldo;m
Otello;m
Otfried;m
Othello;m
Othmar;m
Othon;m
Otis;m
Otmar;m
Ottavia;w
Ottaviana;w
Ottaviano;m
Ottavio;m
Ottfried;m
Ottilia;w
Ottilie;w
Ottmar;m
Otto;m
Ottone;m
Ottorino;m
Ove;m
Ovid;m
Ovidio;m
Owen;m
Owen;m
Özge;w
Pablo;m
Paco;m
Paddy;m
Padrig;m
Page;w
Paige;w
Pål;m
Palmira;w
Palmiro;m
Pam;w
Pamela;w
Pamina;w
Panagiotis;m
Pancho;m
Pansy;w
Pantaleon;m
Paola;w
Paolina;w
Paolo;m
Paride;m
Paris;m
Parsifal;m
Parzival;m
Pascal;m
Pascale;w
Paschalis;m
Pascoal;m
Pascual;m
Pasquale;m
Pasqualina;w
Pasqualino;m
Pat;w
Pat;m
Patric;m
Patrice;m
Patricia;w
Patrick;m
Patrick-Alexander;m
Patrik;m
Patrizia;w
Patrizio;m
Patrizius;m
Patsy;w
Patty;w
Paul;m
Paula;w
Paule;w
Paulette;w
Paulina;w
Pauline;w
Paulo;m
Pavel;m
Pavla;w
Pawel;m
Pearl;w
Pearlie;w
Pearline;w
Pedro;m
Peer;m
Peggy;w
Pellegrino;m
Penelope;w
Pennie;w
Penny;w
Pepe;m
Pepita;w
Pepito;m
Peppone;m
Per;m
Percival;m
Percy;m
Peregrine;m
Perla;w
Perry;m
Petar;m
Pete;m
Peter;m
Petra;w
Petrona;w
Petronel;w
Petronella;w
Petronia;w
Petronilla;w
Petronio;m
Petter;m
Phaedra;w
Phil;m
Philbert;m
Philibert;m
Philine;w
Philip;m
Philipp;m
Philippa;w
Philippe;m
Philippine;w
Phillip;m
Phillipp;m
Phillis;w
Philomena;w
Philomene;w
Phöbe;w
Phoebe;w
Phylis;w
Phyliss;w
Phyllis;w
Pia;w
Pía;w
Piera;w
Pierina;w
Piero;m
Pierre;m
Pietra;w
Pietro;m
Pihla;w
Pinar;w
Pio;m
Pirkko;w
Pirmin;m
Pitt-Thorsten;m
Pius;m
Pjotr;m
Placide;m
Placido;m
Placidus;m
Poldi;m
Polly;w
Pompeo;m
Pomposa;w
Poul;m
Predrag;m
Preston;m
Priam;m
Priamo;m
Primo;m
Primus;m
Prisca;w
Priscilla;w
Priscille;w
Priska;w
Prosper;m
Prospera;w
Prospero;m
Publio;m
Punita;w
Qendrim;m
Quartilla;w
Quarto;m
Quentin;m
Quincy;m
Quintessa;w
Quintin;m
Quintino;m
Quinto;m
Quirin;m
Quirina;w
Quirino;m
Rabea;w
Rabi;w
Rachel;w
Rachele;w
Rachelle;w
Rachil;w
Radisa;m
Radivoje;m
Rae;w
Rafael;m
Rafaela;w
Raffael;m
Raffaela;w
Raffaele;m
Raffaella;w
Raffaello;m
Ragnar;m
Ragnvald;m
Rahel;w
Raimo;m
Raimondo;m
Raimund;m
Raimunda;w
Raimunde;w
Raina;w
Rainald;m
Rainer;m
Rainhard;m
Rainier;m
Raja;w
Ralf;m
Ralph;m
Ramin;m
Ramón;m
Ramona;w
Randall;m
Randi;w
Randie;w
Randolf;m
Randolph;m
Randulf;m
Randy;m
Raoul;m
Raphael;m
Raphaela;w
Raquel;w
Rasmus;m
Raul;m
Ray;m
Rayan;m
Raymond;m
Raymonde;w
Rea;w
Reagan;w
Reagan;m
Rebecca;w
Rebekka;w
Reece;m
Rees;m
Regan;w
Regina;w
Reginald;m
Régine;w
Regula;w
Reimund;m
Reina;w
Reiner;m
Reingard;m
Reinhard;m
Reinhart;m
Reinhild;w
Reinhold;m
Rembert;m
Remedios;w
Remedius;m
Remi;m
Remigia;w
Remigio;m
Remigius;m
Remo;m
Remy;m
Renaldo;m
Renana;w
Renata;w
Renate;w
Renato;m
Renaud;m
Rene;m
René;m
Renée;w
Renzo;m
Reto;m
Reuben;m
Rex;m
Reynaud;m
Reynold;m
Rhea;w
Rhian;w
Rhianna;w
Rhonda;w
Rhys;m
Ria;w
Riana;w
Ricarda;w
Ricardo;m
Riccarda;w
Riccardo;m
Richard;m
Rick;m
Rickert;m
Rickey;m
Ricky;m
Rico;m
Rico;m
Ridley;m
Rieka;w
Rieke;w
Rika;w
Rikard;m
Rike;w
Riley;w
Riley;m
Rilind;m
Rina;w
Rinaldo;m
Ringo;m
Rino;m
Rinor;m
Rita;w
Rob;m
Robert;m
Robert Guido;m
Roberta;w
Roberte;w
Roberto;m
Robin;w
Robin;m
Robyn;w
Rocco;m
Roch;m
Rochus;m
Rocío;w
Rocky;m
Rod;m
Rod;m
Roderich;m
Roderick;m
Rodina;w
Rodney;m
Rodolfo;m
Rodolphe;m
Rodrigo;m
Rodrigue;m
Roger;m
Roland;m
Rolando;m
Roldán;m
Rolf;m
Rolf Günther;m
Rolf-Michael;m
Roma;w
Romain;m
Romaine;w
Roman;m
Román;m
Romana;w
Romane;w
Romano;m
Romão;m
Romed;m
Romedius;m
Romegius;m
Romeo;m
Romi;w
Romina;w
Romolo;m
Romuald;m
Romy;w
Ron;m
Ronald;m
Ronda;w
Ronja;w
Ronnie;m
Ronny;m
Roosevelt;m
Roque;m
Rory;m
Rosa;w
Rosalia;w
Rosalie;w
Rosalina;w
Rosalind;w
Rosalinda;w
Rosalinde;w
Rosaline;w
Rosalyn;w
Rosamond;w
Rosamund;w
Rosamunda;w
Rosamunde;w
Rosanna;w
Rosanne;w
Rosario;w
Rose;w
Roseline;w
Rosella;w
Rosemarie;w
Rosemary;w
Rosetta;w
Rosette;w
Rosi;w
Rosie;w
Rosina;w
Rosine;w
Rosmarie;w
Ross;m
Rossana;w
Rossella;w
Roswita;w
Roswitha;w
Rouven;m
Rowan;m
Rowena;w
Rowland;m
Roxana;w
Roxane;w
Roxanne;w
Roxy;w
Roy;m
Ruaidhrí;m
Ruairi;m
Ruben;m
Rubén;m
Ruby;w
Rudger;m
Rudi;m
Rüdiger;m
Rudolf;m
Rudolph;m
Rudy;m
Ruggero;m
Rui;m
Runa;w
Rune;w
Runhild;w
Rupert;m
Ruppert;m
Ruprecht;m
Russ;m
Russel;m
Russell;m
Rut;w
Ruth;w
Rutherford;m
Ruud;m
Ruwen;m
Ryan;m
Saban;m
Sabatina;w
Sabatino;m
Sabina;w
Sabine;w
Sabino;m
Sabrina;w
Sacha;w
Sacha;m
Sachso;m
Sadie;w
Safiya;w
Sahra;w
Salena;w
Saliha;w
Salim;m
Sally;w
Salome;w
Salomo;m
Salomon;m
Salomone;m
Salvador;m
Salvator;m
Salvatore;m
Salvia;w
Salvina;w
Sam;m
Samanta;w
Samantha;w
Sami;m
Samir;m
Samira;w
Sammy;m
Samuel;m
Samuele;m
Samy;m
Samya;w
Sander;m
Sándor;m
Sandra;w
Sandrine;w
Sandro;m
Sandy;w
Sandy;m
Sanela;w
Sanna;w
Sanna;w
Sanne;w
Sante;w
Santo;m
Saphira;w
Sapphira;w
Sara;w
Sarafina;w
Sarah;w
Saranda;w
Saranya;w
Sarina;w
Sarine;w
Sarita;w
Sasa;m
Sascha;w
Sascha;m
Sasha;w
Sasha;m
Saskia;w
Sassa;w
Sasso;m
Saul;m
Savannah;w
Saverio;m
Saviero;m
Savina;w
Savino;m
Scarlet;w
Scarlett;w
Schorsch;m
Scott;m
Sead;m
Sean;m
Sebastian;m
Sebastiano;m
Sébastien;m
Sebulon;m
Secondo;m
Segunda;w
Segundo;m
Selby;w
Selby;m
Selena;w
Selene;w
Selenio;m
Selim;m
Selin;w
Selina;w
Seline;w
Selma;w
Semir;m
Semjon;m
Senta;w
Sepp;m
Serafin;m
Serafina;w
Serafine;w
Serafino;m
Seraina;w
Seraphim;m
Seraphin;m
Seraphina;w
Seraphine;w
Seraphinus;m
Serena;w
Serenella;w
Sereno;m
Serenus;m
Serge;m
Sergei;m
Sergej;m
Sergio;m
Serhat;m
Serjoscha;m
Sesto;m
Seth;m
Severiano;m
Severin;m
Séverin;m
Severina;w
Séverine;w
Severino;m
Severo;m
Shaina;w
Shana;w
Shane;m
Shannon;w
Sharina;w
Sharon;w
Shaul;m
Shaun;m
Shauna;w
Shawn;m
Shayna;w
Sheena;w
Sheila;w
Shelby;w
Shelby;m
Shelia;w
Shelley;w
Shelly;w
Sheri;w
Sherlock;m
Sherman;m
Sherri;w
Sherry;w
Sheryl;w
Sheth;m
Shira;w
Shirin;w
Shirley;w
Shkelqim;m
Shlomo;m
Shulamith;w
Sibilla;w
Sibyl;w
Sibylla;w
Sibylle;w
Sidney;m
Sidonia;w
Sidonie;w
Sidonius;m
Sidony;w
Siegfried;m
Sieglind;w
Sieglinde;w
Siegmund;m
Sierra;w
Sigfrid;m
Sigfrido;m
Sigi;m
Sigismund;m
Sigmund;m
Sigurd;m
Silas;m
Sile;w
Silja;w
Silka;w
Silke;w
Silva;w
Silvain;m
Silvan;m
Silvana;w
Silvano;m
Silvester;m
Silvestre;m
Silvestro;m
Silvia;w
Silvian;m
Silviana;w
Silvio;m
Silvius;m
Simea;w
Simeon;m
Simon;m
Simona;w
Simone;w
Simone;m
Simonetta;w
Simonette;w
Sina;w
Sinan;m
Sinem;w
Sinisa;m
Sinja;w
Sira;w
Siria;w
Sirius;m
Siro;m
Sisto;m
Sixtus;m
Skender;m
Slavko;m
Slavoljub;m
Slobodan;m
Smeralda;w
Snezana;w
Socrate;m
Sofia;w
Sofie;w
Sokrates;m
Solange;w
Solène;w
Solomon;m
Solveig;w
Solvejg;w
Sonia;w
Sonja;w
Sonya;w
Sophia;w
Sophie;w
Soraia;w
Soraija;w
Soraya;w
Sören;m
Spencer;m
Stacey;w
Stacey;m
Stacie;w
Stacy;w
Stacy;m
Stan;m
Stan-Oliver;m
Stanislao;m
Stanislas;m
Stanislaus;m
Stanislav;m
Stanislaw;m
Stanley;m
Stefan;m
Stéfane;m
Stefani;w
Stefania;w
Stefanie;w
Stefano;m
Steffen;m
Steffi;w
Stella;w
Stepan;m
Stephan;m
Stéphane;m
Stephanie;w
Stéphanie;w
Stephen;m
Stev;m
Steve;m
Steve-Maikel;m
Steven;m
Stewart;m
Stian;m
Stig;m
Stina;w
Stine;w
Stjepan;m
Stuart;m
Sue;w
Sulamith;w
Sullivan;m
Sünje;w
Suraya;w
Surayya;w
Susan;w
Susana;w
Susanna;w
Susanne;w
Susetta;w
Susi;w
Susie;w
Suvi;w
Suzana;w
Suzane;w
Suzanne;w
Suzette;w
Svea;w
Sven;m
Svend;m
Svenja;w
Svetlana;w
Sveva;w
Swen;m
Swetlana;w
Sybil;w
Sybilla;w
Sybille;w
Sydney;m
Sylke;w
Sylvester;m
Sylvia;w
Sylvie;w
Syria;w
Tabatha;w
Tabea;w
Tabita;w
Tabitha;w
Taddeo;m
Tadeo;m
Tadeu;m
Tadeusz;m
Tal;m
Tale;w
Talea;w
Talia;w
Talia;w
Tamara;w
Tamera;w
Tami;w
Tamina;w
Tamino;m
Tammi;w
Tammie;w
Tammo;m
Tammy;w
Tancredi;m
Tania;w
Tanita;w
Tanja;w
Tankred;m
Tanner;m
Tanya;w
Tara;w
Tarcisio;m
Tarek;m
Tarik;m
Tariq;m
Tarja;w
Tatiana;w
Tatjana;w
Taulant;m
Taylor;w
Taylor;m
Taziana;w
Taziano;m
Tazio;m
Tea;w
Tecla;w
Ted;m
Ted;m
Teddy;m
Tekla;w
Teo;m
Teobaldo;m
Teodolinda;w
Teodora;w
Teodorico;m
Teodoro;m
Teofil;m
Teofilo;m
Terence;m
Teresa;w
Teresio;m
Terrance;m
Terrence;m
Terri;w
Terry;w
Terry;m
Tess;w
Tessa;w
Tessie;w
Teuta;w
Thabea;w
Thaddäus;m
Thaddeus;m
Thalia;w
Thankmar;m
Thea;w
Thekla;w
Thelma;m
Theo;m
Théo;m
Theobald;m
Theoderich;m
Theodericus;m
Theodor;m
Theodora;w
Theodore;w
Theodore;m
Théodore;m
Theodoric;m
Theophil;m
Theophilus;m
Theres;w
Theresa;w
Therese;w
Thérèse;w
Theresia;w
Thibault;m
Thibaut;m
Thiemo;m
Thierry;m
Thies;m
Thiess;m
Thietmar;m
Thilo;m
Thimo;m
Thomas;m
Thomasina;w
Thommy;m
Thorben;m
Thorbjörn;m
Thore;m
Thorsten;m
Thurayya;w
Thure;m
Tia;w
Tiara;w
Tiberio;m
Tiberius;m
Tibor;m
Tiffany;w
Tijana;w
Til;m
Till;m
Tillman;m
Tillo;m
Tilman;m
Tilo;m
Tim;m
Tim;m
Timm;m
Timme;m
Timmo;m
Timmy;m
Timo;m
Timon;m
Timoteo;m
Timothée;m
Timotheus;m
Timothy;m
Tina;w
Tina Luise;w
Tino;m
Tito;m
Titus;m
Tizia;w
Tizian;m
Tiziana;w
Tiziano;m
Tizio;m
Tjark;m
Tjarko;m
Tjorven;w
Tobi;m
Tobia;m
Tobiah;m
Tobias;m
Tobie;m
Toby;m
Todd;m
Todor;m
Tom;m
Tomas;m
Tomasin;w
Tomaso;m
Tomislav;m
Tommaso;m
Tommy;m
Toni;m
Tonia;w
Tonio;m
Tonja;w
Tönjes;m
Toño;m
Tony;m
Tonya;w
Torben;m
Torbjörn;m
Tore;m
Tori;w
Torquato;m
Torsten;m
Tosca;w
Tosco;m
Tracee;w
Tracey;w
Tracey;m
Traci;w
Tracie;w
Tracy;w
Tracy;w
Tracy;m
Traugott;m
Travis;m
Trevor;m
Trinidad;w
Trinidade;w
Trinity;w
Tristan;m
Trixi;w
Troy;m
Tullio;m
Tullo;m
Ture;m
Tyler;m
Tylor;m
Tyrone;m
Ubaldo;m
Uberto;m
Udo;m
Ueli;m
Ugo;m
Ulf;m
Uli;m
Ulises;m
Ulisse;m
Ulli;w
Ulli;m
Ulric;m
Ulrica;w
Ulrich;m
Ulrico;m
Ulrik;m
Ulrika;w
Ulrike;w
Ulrique;w
Ulv;m
Ulysses;m
Umar;m
Umberto;m
Umeko;w
Umman Tom;m
Umut;m
Urbain;m
Urbano;m
Uriel;m
Urs;m
Ursel;w
Ursina;w
Ursino;m
Ursola;w
Ursula;w
Ursule;w
Ursulina;w
Uschi;w
Usman;m
Uta;w
Ute;w
Uthman;m
Utta;w
Uwe;m
Valdemar;m
Valencia;w
Valente;m
Valentiano;m
Valentin;m
Valentina;w
Valentine;w
Valentine;m
Valentino;m
Valère;m
Valeria;w
Valerian;m
Valeriana;w
Valeriano;m
Valerie;w
Valérie;w
Valerio;m
Valesca;w
Valeska;w
Valmir;m
Valmir;m
Valon;m
Vanda;w
Vanesa;w
Vanessa;w
Vania;w
Vanja;w
Vanna;w
Vasco;m
Vasili;m
Vasyl;m
Veit;m
Velma;w
Velten;m
Veltin;m
Venanzia;w
Venanzio;m
Vera;w
Verdiana;m
Verena;w
Vergil;m
Veridiana;m
Verner;m
Vernon;m
Vero;m
Veronica;w
Veronika;w
Véronique;w
Vicente;m
Vicki;w
Vickie;w
Vicky;w
Vico;m
Victoire;w
Victor;m
Victoria;w
Vidar;m
Vigilio;m
Viktor;m
Viktoria;w
Vilfredo;m
Vilhelm;m
Villano;m
Vincent;m
Vincenz;m
Vincenza;w
Vincenzo;m
Vinzenta;w
Vinzentia;w
Vinzenz;m
Viola;w
Violet;w
Violeta;w
Violetta;w
Violette;w
Virgil;m
Virgilio;m
Virginia;w
Virginie;w
Viridiana;m
Virna;w
Visar;m
Vita;w
Vito;m
Vittore;m
Vittoria;w
Vittoriano;m
Vittorio;m
Vivian;w
Vivian;m
Viviana;w
Viviane;w
Viviano;m
Vivien;w
Vivienne;w
Vjollca;w
Vladimir;m
Vladimira;w
Vladimiro;m
Vladislav;m
Vlas;m
Vlora;w
Voker;m
Volfango;m
Volkard;m
Volker;m
Volkert;m
Volkhard;m
Volkmar;m
Volodya;m
Vreneli;w
Vreni;w
Vroni;w
Vyvian;m
Waast;m
Wade;m
Walburga;w
Walburgis;w
Waldburg;w
Waldemar;m
Wallace;m
Walli;w
Walpurga;w
Walpurgis;w
Walt;m
Walter;m
Walther;m
Waltraud;w
Waltraut;w
Wanda;w
Warren;m
Wassili;m
Wayne;m
Wencke;w
Wendel;m
Wendelin;m
Wendell;m
Wendy;w
Wenke;w
Wera;w
Werner;m
Wernher;m
Wesley;m
Whitney;w
Wiar;m
Widar;m
Wil;m
Wilbert;m
Wilbrecht;m
Wilbur;m
Wilburg;m
Wilfred;m
Wilfrid;m
Wilfried;m
Wilhard;m
Wilhelm;m
Wilhelma;w
Wilhelmina;w
Wilhelmine;w
Wilibald;m
Will;m
Willard;m
Willem;m
Willhart;m
Willi;m
William;m
Willibald;m
Willibert;m
Willie;m
Willis;m
Willy;m
Wilma;w
Wilpert;m
Wilson;m
Winfried;m
Winifred;w
Winnie;w
Winston;m
Wladimir;m
Wladyslaw;m
Wlodzimierz;m
Woldemar;m
Wolf;m
Wolfgang;m
Wolfram;m
Woodrow;m
Woody;m
Wulf;m
Wulfram;m
Xander;m
Xaver;m
Xavier;m
Xenia;w
Yael;w
Yahweh;m
Yan;m
Yanick;m
Yanik;m
Yanis;m
Yann;m
Yannic;m
Yannick;m
Yannik;m
Yannis;m
Yara;w
Yaren;w
Yasemin;w
Yasin;m
Yasmin;w
Yasmina;w
Yasmine;w
Yevgeni;m
Yisrael;m
Ylenia;w
Ylva;w
Yngvi;m
Yoan;m
Yoann;m
Yohan;m
Yolanda;w
Yolande;w
Yolantha;w
Yolanthe;w
Yorick;m
York;m
Yorrick;m
Yusuf;m
Yvan;m
Yves;m
Yvette;w
Yvonne;w
Zabulon;m
Zaccaria;m
Zach;m
Zacharias;m
Zacharie;m
Zachary;m
Zafer;m
Zahrah;w
Zaira;w
Zane;m
Zarah;w
Zeb;m
Zebulun;m
Zeke;m
Zelinda;w
Zelindo;m
Zenia;w
Zeno;m
Zenone;m
Zeus;m
Zia;m
Zilan;w
Zita;w
Ziya;m
Zoa;w
Zoe;w
Zofia;w
Zofie;w
Zölestin;m
Zölestine;w
Zölestinus;m
Zora;w
Zoran;m
Zsófia;w
Zyriak;m
Zyriakus;m
